sku,nombre,regular_con_IVA,tecnico_con_IVA,cananea_con_IVA,mayoreo_menos_con_IVA,mayoreo_mas_con_IVA,regular_sin_IVA,tecnico_sin_IVA,cananea_sin_IVA,mayoreo_menos_sin_IVA,mayoreo_mas_sin_IVA,nombre_normalizado
7501206655900,EMPAQUE DEHULE P/MANG. 10 PZAS.,20,20,7.35,17.4,15,17.24,17.24,6.34,15,12.93,EMPAQUE DEHULE P/MANG. 10 PZAS.
2239,"EQUIPO PORTATIL PARA SOLDAR Y CORTAR CON ADAPTADOR ""GB""",6000,5500,5500,5500,5500,5172.41,4741.38,4741.38,4741.38,4741.38,"EQUIPO PORTATIL PARA SOLDAR Y CORTAR CON ADAPTADOR ""GB"""
792363696456,ESMERILADOR DRILMASTER,780,660.01,,550,0,672.41,568.97,,474.14,0,ESMERILADOR DRILMASTER
7501206634349,"ESPATULA 3"" PRETUL MANGO PLASTICO",40,30,,0,0,34.48,25.86,,0,0,"ESPATULA 3"" PRETUL MANGO PLASTICO"
7506240620280,ESPUMA EXPANSIVA 500ML TRUPPER,200,200,,0,0,172.41,172.41,,0,0,ESPUMA EXPANSIVA 500ML TRUPPER
037103572813,ESPUMA POLIURETANO 500 ML T&E,210,180,112.06,180,160,181.03,155.17,96.6,155.17,137.93,ESPUMA POLIURETANO 500 ML T&E
7502222827869,ESTOPA ALGODON COLOR CREMA 1 KG,60,50.3,,0,0,51.72,43.36,,0,0,ESTOPA ALGODON COLOR CREMA 1 KG
312,ESTOPA COLOR BOLSA 1KG ARD,75,64.99,,0,0,64.66,56.03,,0,0,ESTOPA COLOR BOLSA 1KG ARD
2309,EXPANSOR DE TUBO UNIVERSAL TIPO PINZA GB,530,470,292.33,440,400,456.9,405.17,252.01,379.31,344.83,EXPANSOR DE TUBO UNIVERSAL TIPO PINZA GB
7501206663714,EXTENCION USO RUDO 4 M CAL 16,100,85,,0,0,86.21,73.28,,0,0,EXTENCION USO RUDO 4 M CAL 16
7506240673095,EXTENSION MAGNETICA 1/4 PARA DESATORNILLADOR,25,0,,0,0,21.55,0,,0,0,EXTENSION MAGNETICA 1/4 PARA DESATORNILLADOR
7506240676287,"EXTENSION MAGNETICA 1/4"" TRUPER",90,80,51.47,80,80,77.59,68.97,44.37,68.97,68.97,"EXTENSION MAGNETICA 1/4"" TRUPER"
7506240676294,"EXTENSION MAGNETICA ARTICULADA 1/4"" TRUPER",150,135,103.95,135,135,129.31,116.38,89.61,116.38,116.38,"EXTENSION MAGNETICA ARTICULADA 1/4"" TRUPER"
7501206647820,"EXTENSION MATRACA 3/8X8""",100,100,,0,0,86.21,86.21,,0,0,"EXTENSION MATRACA 3/8X8"""
7506240699569,EXTESION FLEXIBLE PARA TALADRO 30 TRUPER,180,80,,0,0,155.17,68.97,,0,0,EXTESION FLEXIBLE PARA TALADRO 30 TRUPER
7506240653196,FILTRO PARA HIDROLAV. TRUPER,150,125,,105,0,129.31,107.76,,90.52,0,FILTRO PARA HIDROLAV. TRUPER
7501206673317,FLEXOMETRO TRUPER 3 M,100,80.07,,0,0,86.21,69.03,,0,0,FLEXOMETRO TRUPER 3 M
7501206673324,FLEXOMETRO TRUPER 5M,140,125,78.77,125,115,120.69,107.76,67.91,107.76,99.14,FLEXOMETRO TRUPER 5M
7501206673331,FLEXOMETRO TRUPER 8M,220,219,,0,0,189.66,188.79,,0,0,FLEXOMETRO TRUPER 8M
1986,FLOTADOR SENSOR DE DISPENSADOR DE AGUA,120,100,57.75,100,100,103.45,86.21,49.78,86.21,86.21,FLOTADOR SENSOR DE DISPENSADOR DE AGUA
684032000759,FRASCO FUNDENTE P/PLATA .5LB,160,150,,0,0,137.93,129.31,,0,0,FRASCO FUNDENTE P/PLATA .5LB
684032000889,FRASCO FUNDENTE PLATA 6.5OZ,200,180,,0,0,172.41,155.17,,0,0,FRASCO FUNDENTE PLATA 6.5OZ
7502309735599,FUMIGADOR TRUPER 2.5 LTS,260,225,135.48,210,195,224.14,193.97,116.79,181.03,168.1,FUMIGADOR TRUPER 2.5 LTS
7501206663165,FUMIGADOR TRUPER 2L,150,130.5,,0,0,129.31,112.5,,0,0,FUMIGADOR TRUPER 2L
7506240652939,FUMIGADOR TRUPER 3 LT,340,320,280,300,300,293.1,275.86,241.38,258.62,258.62,FUMIGADOR TRUPER 3 LT
7506240652946,FUMIGADOR TRUPER 5 LT,400,350,310,330,330,344.83,301.72,267.24,284.48,284.48,FUMIGADOR TRUPER 5 LT
037103576163,FUNDENTE BLANCO 100G P/ SOLDADURA GB,180,155,77.96,140,120,155.17,133.62,67.21,120.69,103.45,FUNDENTE BLANCO 100G P/ SOLDADURA GB
2074,"FUSIBLE 5A, 220V",25,20,3,15,10,21.55,17.24,2.59,12.93,8.62,"FUSIBLE 5A, 220V"
1941,"FUSIBLE TERMICO 10A, 250V, 240C",30,25,4.73,20,15,25.86,21.55,4.08,17.24,12.93,"FUSIBLE TERMICO 10A, 250V, 240C"
1942,FUSIBLE TERMICO 117C,30,20,3.68,15,10,25.86,17.24,3.17,12.93,8.62,FUSIBLE TERMICO 117C
2252,FUSIBLE TERMICO 3A 150C 240V,18.37,,,,,15.84,,,,,FUSIBLE TERMICO 3A 150C 240V
2253,FUSIBLE TERMICO 5A 150C 240V,18.37,,,,,15.84,,,,,FUSIBLE TERMICO 5A 150C 240V
7506240639718,GAS PROPANO 400GR AZUL,213.44,210,,209.03,0,184,181.03,,180.2,0,GAS PROPANO 400GR AZUL
14045885355,GAS TANQUE AMARILLO TURNER,290,240,127.9,230,220,250,206.9,110.26,198.28,189.66,GAS TANQUE AMARILLO TURNER
1502,GENERADOR DE FRECUENCIA PWM,320,0,,0,0,275.86,0,,0,0,GENERADOR DE FRECUENCIA PWM
7506240674603,GRAPAS PARA CABLE COAXIAL 6MM 500 PZ,170,170,,170,170,146.55,146.55,,146.55,146.55,GRAPAS PARA CABLE COAXIAL 6MM 500 PZ
7506240621737,GRASA CHASIS LITIO TRUPER,100,90,,85,0,86.21,77.59,,73.28,0,GRASA CHASIS LITIO TRUPER
7501390512959,GRASA CHASIS ROSHFRANS 250GR.,60,50,29.9,50,45,51.72,43.1,25.78,43.1,38.79,GRASA CHASIS ROSHFRANS 250GR.
7501390512355,GRASA GRAFITADA ROSHFRANS 250GR,40,35,,0,0,34.48,30.17,,0,0,GRASA GRAFITADA ROSHFRANS 250GR
7501390502745,GRASA PARA BALEROS Y RODAMIENTOS BAT3 850G,100,100,,0,0,86.21,86.21,,0,0,GRASA PARA BALEROS Y RODAMIENTOS BAT3 850G
7501390533015,GRASA PREMIUM MULTIPROPOSITO DUXCA-4 ROSHFRANS,150,140,95.16,140,130,129.31,120.69,82.03,120.69,112.07,GRASA PREMIUM MULTIPROPOSITO DUXCA-4 ROSHFRANS
7501390512720,GRASA ROSHFRAN B.A.T. 3 250GR,65,55,35.95,55,50,56.03,47.41,30.99,47.41,43.1,GRASA ROSHFRAN B.A.T. 3 250GR
7501390512249,GRASA ROSHFRANS BALIT COMPLEX PLUS 400G,100,85,,0,0,86.21,73.28,,0,0,GRASA ROSHFRANS BALIT COMPLEX PLUS 400G
7506240657637,GUANTES DE NYLON RECUBIERTOS PRETUL TG,40,40,26.26,40,40,34.48,34.48,22.64,34.48,34.48,GUANTES DE NYLON RECUBIERTOS PRETUL TG
7506240657620,GUANTES DE NYLON RECUBIERTOS PRETUL TM,40,,,,,34.48,,,,,GUANTES DE NYLON RECUBIERTOS PRETUL TM
731919331021,GUANTES DE SEGURIDAD MARCA FIRMGRIP DIF. COLORES,140,130,,0,0,120.69,112.07,,0,0,GUANTES DE SEGURIDAD MARCA FIRMGRIP DIF. COLORES
7506240616528,HERRAMIENTA MULTIUSOS PRETUL,270,250.48,,0,0,232.76,215.93,,0,0,HERRAMIENTA MULTIUSOS PRETUL
037103575883,HIDROLAVADORA A PRESION 1400W 1160 PSI 120V GB,2000,1800,1437.25,1740,1680,1724.14,1551.72,1239.01,1500,1448.28,HIDROLAVADORA A PRESION 1400W 1160 PSI 120V GB
037103575890,"HIDROLAVADORA A PRESION 1800W 1450 PSI 120V ""GB""",1830,1760,1540.78,1760,1760,1577.59,1517.24,1328.26,1517.24,1517.24,"HIDROLAVADORA A PRESION 1800W 1450 PSI 120V ""GB"""
SLIT35032,HIDROLAVADORA A PRESION PORTATIL,650,650,,650,650,560.34,560.34,,560.34,560.34,HIDROLAVADORA A PRESION PORTATIL
7506240670896,HIDROLAVADORA ELECTRICA PRETUL 1300PSI,1600,1500,0,1350,0,1379.31,1293.1,0,1163.79,0,HIDROLAVADORA ELECTRICA PRETUL 1300PSI
1938,JGO CARBONES MD. CUBE 1ERA CALIDAD,50,40,19.95,35,30,43.1,34.48,17.2,30.17,25.86,JGO CARBONES MD. CUBE 1ERA CALIDAD
7501206653975,JUEGO 5 PIEDRAS MONTADAS ALTO RENDIMIENTO,97,80.01,,0,0,83.62,68.97,,0,0,JUEGO 5 PIEDRAS MONTADAS ALTO RENDIMIENTO
7506240658344,JUEGO ADAPTADORES LARGO DADOS TRUPER,150,150,0,150,120.75,129.31,129.31,0,129.31,104.09,JUEGO ADAPTADORES LARGO DADOS TRUPER
7501206625934,JUEGO DE 10 LIMAS PARA RELOJ,250,200,,0,0,215.52,172.41,,0,0,JUEGO DE 10 LIMAS PARA RELOJ
7506240658085,JUEGO DE ADAPTADORES P/DADO 3PZ,90,80.01,,0,0,77.59,68.97,,0,0,JUEGO DE ADAPTADORES P/DADO 3PZ
000346460209,JUEGO DE BROCAS ATORNILLADORAS BOSH 47PZ,450,400,,350,320,387.93,344.83,,301.72,275.86,JUEGO DE BROCAS ATORNILLADORAS BOSH 47PZ
7506240656944,JUEGO DE DADOS PARA TALADRO PRETUL,140,130,98.62,130,130,120.69,112.07,85.02,112.07,112.07,JUEGO DE DADOS PARA TALADRO PRETUL
7501206671986,JUEGO DE DESARMADORES DE JOYERO TRUPER,150,125,78.77,125,115,129.31,107.76,67.91,107.76,99.14,JUEGO DE DESARMADORES DE JOYERO TRUPER
140,JUEGO DE EXPANSORES 5PZ,140,120,,0,0,120.69,103.45,,0,0,JUEGO DE EXPANSORES 5PZ
7501206648629,JUEGO DE LLAVE ALLEN 9PZ MM AZUL,100,0,,0,0,86.21,0,,0,0,JUEGO DE LLAVE ALLEN 9PZ MM AZUL
7501206643495,JUEGO DE LLAVES ALLEN 8 PZS,50,40,21,35,35,43.1,34.48,18.1,30.17,30.17,JUEGO DE LLAVES ALLEN 8 PZS
7506240647034,JUEGO DE LLAVES TORX PRETUL,75,75,0,70,47.3,64.66,64.66,0,60.34,40.78,JUEGO DE LLAVES TORX PRETUL
7506240690917,"JUEGO DE PUNTAS 2"" CON SEGURO TORX TRUPER",110,95,72.46,90,80.01,94.83,81.9,62.47,77.59,68.97,"JUEGO DE PUNTAS 2"" CON SEGURO TORX TRUPER"
7506240690948,"JUEGO DE PUNTAS 2"" TORX TRUPER",110,90,68.25,90,72.46,94.83,77.59,58.84,77.59,62.47,"JUEGO DE PUNTAS 2"" TORX TRUPER"
7501206648636,JUEGO LLAVE ALLEN 9 PZ. STD,100,0,,0,0,86.21,0,,0,0,JUEGO LLAVE ALLEN 9 PZ. STD
2135,KIT FILTROS OSMOSIS PURIKOR 6 ETAPAS 1 A�O,1070,1070,750,1070,1070,922.41,922.41,646.55,922.41,922.41,KIT FILTROS OSMOSIS PURIKOR 6 ETAPAS 1 A�O
2182,KIT PINZAS ANTIESTATICAS DE PRECISION 6 PZS.,100,,,,,86.21,,,,,KIT PINZAS ANTIESTATICAS DE PRECISION 6 PZS.
75650000311,LATA PULIURETANO .340K,170,159.99,,0,0,146.55,137.92,,0,0,LATA PULIURETANO .340K
17501206685386,LIJA AGUA 120 HOJA,15,10,,10,10,12.93,8.62,,8.62,8.62,LIJA AGUA 120 HOJA
7501206685419,LIJA AGUA 220,15,11,,0,0,12.93,9.48,,0,0,LIJA AGUA 220
17501206685249,LIJA LONA 80,20,18.03,,0,0,17.24,15.54,,0,0,LIJA LONA 80
7501206603253,LIJA P/PLOMERO 120 METRO,15,10,6,10,10,12.93,8.62,5.17,8.62,8.62,LIJA P/PLOMERO 120 METRO
227,LIMPIADOR DE SERPEN. COILCLEANER MOR. 1LT,80,70,46.29,65,65,68.97,60.34,39.91,56.03,56.03,LIMPIADOR DE SERPEN. COILCLEANER MOR. 1LT
228,LIMPIADOR DE SERPENTINES COILCLEANER MOR. GAL.,250,220,143.75,205,200,215.52,189.66,123.92,176.72,172.41,LIMPIADOR DE SERPENTINES COILCLEANER MOR. GAL.
229,LIMPIADOR SERPENTINES ALQUIM 1L ROS.,110,95,59.52,90,64.29,94.83,81.9,51.31,77.59,55.42,LIMPIADOR SERPENTINES ALQUIM 1L ROS.
230,LIMPIADOR SERPENTINES ALQUIM GAL. ROS,360,330,252.69,330,310,310.34,284.48,217.84,284.48,267.24,LIMPIADOR SERPENTINES ALQUIM GAL. ROS
722429640192,LIQUIDO AMONIACO AWESOME1.9LT,65,64.99,,0,0,56.03,56.03,,0,0,LIQUIDO AMONIACO AWESOME1.9LT
722429128027,LIQUIDO DESENGRASANTE AWESOME GAL.,120,109.99,,0,0,103.45,94.82,,0,0,LIQUIDO DESENGRASANTE AWESOME GAL.
72722429200167,LIQUIDO DESENGRASANTE AWESOME LT.,70,70,49.98,70,70,60.34,60.34,43.09,60.34,60.34,LIQUIDO DESENGRASANTE AWESOME LT.
7503050733308,LIQUIDO LIMPIADOR ALCALINO PARA PANELES SOLAES ERRECOM,280,250,149.83,230,215,241.38,215.52,129.16,198.28,185.34,LIQUIDO LIMPIADOR ALCALINO PARA PANELES SOLAES ERRECOM
7503050733292,LIQUIDO LIMPIADOR MOKA DE CAFETERAS 0.94L ERRECOM,480,420,267.97,390,360,413.79,362.07,231.01,336.21,310.34,LIQUIDO LIMPIADOR MOKA DE CAFETERAS 0.94L ERRECOM
7503036024345,LIQUIDO PROTECTOR DISIPADOR EN GEL,400,400,292.33,400,400,344.83,344.83,252.01,344.83,344.83,LIQUIDO PROTECTOR DISIPADOR EN GEL
7506240654773,"LLANTA 10""",180,120.76,0,57.76,0,155.17,104.1,0,49.79,0,"LLANTA 10"""
7506240654780,"LLANTA IMPONCHABLE DIABLO 10"" EJE CENTRAL",390,0,,0,0,336.21,0,,0,0,"LLANTA IMPONCHABLE DIABLO 10"" EJE CENTRAL"
7506240654803,"LLANTA IMPONCHABLE DIABLO 10"" EJE LATERAL",390,390,0,390,299.28,336.21,336.21,0,336.21,258,"LLANTA IMPONCHABLE DIABLO 10"" EJE LATERAL"
1910,"LLANTA NEUMATICA 10"" CON EJE LATERAL",260,260,,,,224.14,224.14,,,,"LLANTA NEUMATICA 10"" CON EJE LATERAL"
2073,"LLAVE BCA C/BOTON AZUL CUERDA EXT. 3/4""",80,65,55,60,60,68.97,56.03,47.41,51.72,51.72,"LLAVE BCA C/BOTON AZUL CUERDA EXT. 3/4"""
2072,"LLAVE BCA C/PALANCA  ROJA CUERDA EXT. 3/4""",90,80,49.88,75,70,77.59,68.97,43,64.66,60.34,"LLAVE BCA C/PALANCA ROJA CUERDA EXT. 3/4"""
2071,"LLAVE BCA C/PALANCA AZUL CUERDA INT 5/8""",90,80,49.88,75,70,77.59,68.97,43,64.66,60.34,"LLAVE BCA C/PALANCA AZUL CUERDA INT 5/8"""
7501206629352,"LLAVE CRECIENTE 10"" PRETUL",160,160,0,160,126.05,137.93,137.93,0,137.93,108.66,"LLAVE CRECIENTE 10"" PRETUL"
7501206629345,"LLAVE CRECIENTE AJUSTABLE 8"" PRETUL",115,0,,0,0,99.14,0,,0,0,"LLAVE CRECIENTE AJUSTABLE 8"" PRETUL"
7501206695760,LLAVE P/ MANGUERA LATON 1/2 PRETUL,100,90,54.62,90,85,86.21,77.59,47.09,77.59,73.28,LLAVE P/ MANGUERA LATON 1/2 PRETUL
7501206643235,"LLAVE P/TUBO STILSON 8"" PRETUL",170,150,,140,130,146.55,129.31,,120.69,112.07,"LLAVE P/TUBO STILSON 8"" PRETUL"
10020,LLAVERO CON ADAPTADORES PARA PUNTAS 6,260,230,95,200,180,224.14,198.28,81.9,172.41,155.17,LLAVERO CON ADAPTADORES PARA PUNTAS 6
7506240653271,LUBRICANTE AFLOJATODO TRUPER 110ML,55,45,30.45,45,40,47.41,38.79,26.25,38.79,34.48,LUBRICANTE AFLOJATODO TRUPER 110ML
7506240653301,LUBRICANTE AFLOJATODO TRUPER 400ML,100,80,57.76,80,75,86.21,68.97,49.79,68.97,64.66,LUBRICANTE AFLOJATODO TRUPER 400ML
7506240691747,LUBRICANTE SECO PTFE EN AEROSOL TRUPER 240ML,90,85,68.26,85,85,77.59,73.28,58.84,73.28,73.28,LUBRICANTE SECO PTFE EN AEROSOL TRUPER 240ML
7506240677987,"MALETA 14"" PORTAHERRAMIENTA TRUPER",360,325,204.78,300,280,310.34,280.17,176.53,258.62,241.38,"MALETA 14"" PORTAHERRAMIENTA TRUPER"
313,MALLA REF. IMPERMEABILIZANTE METRO,30,20,10,15,15,25.86,17.24,8.62,12.93,12.93,MALLA REF. IMPERMEABILIZANTE METRO
7503026190333,MANOMETRO AZUL BAJA R404/507/134/22A,140,120,0,110,76.74,120.69,103.45,0,94.83,66.16,MANOMETRO AZUL BAJA R404/507/134/22A
2279,"MANUAL OPERATIVO LAVADORA, SECADORA Y LAVAVAJILLAS WH",250,,,,,215.52,,,,,"MANUAL OPERATIVO LAVADORA, SECADORA Y LAVAVAJILLAS WH"
2280,MANUAL OPERATIVO REFRIGERADORES Y ESTUFAS WHIRPOOL,250,,,,,215.52,,,,,MANUAL OPERATIVO REFRIGERADORES Y ESTUFAS WHIRPOOL
7501206644560,"MATRACA CABEZA REDONDA PRETUL 3/8""",110,85,72.45,85,85,94.83,73.28,62.46,73.28,73.28,"MATRACA CABEZA REDONDA PRETUL 3/8"""
509,METRO CABLE USO RUDO 2X14AWG,23,23,,0,0,19.83,19.83,,0,0,METRO CABLE USO RUDO 2X14AWG
245,METRO CABLE USO RUDO 3X10AWG,70,57.88,,0,0,60.34,49.9,,0,0,METRO CABLE USO RUDO 3X10AWG
243,METRO CABLE USO RUDO 3X12AWG,48,48,,0,0,41.38,41.38,,0,0,METRO CABLE USO RUDO 3X12AWG
242,METRO CABLE USO RUDO 3X14,35,33,0,32,0,30.17,28.45,0,27.59,0,METRO CABLE USO RUDO 3X14
241,METRO CABLE USO RUDO 4X14AWG,30,0,,0,0,25.86,0,,0,0,METRO CABLE USO RUDO 4X14AWG
841,METRO CINTA ALUMINIO 3,20,15,,0,0,17.24,12.93,,0,0,METRO CINTA ALUMINIO 3
5000,METRO CINTA ALUMINIO FASSON,20,0,,0,0,17.24,0,,0,0,METRO CINTA ALUMINIO FASSON
244,METRO DE CABLE CALIBRE 8 THW NEGRO O ROJO,36,35.99,,0,0,31.03,31.03,,0,0,METRO DE CABLE CALIBRE 8 THW NEGRO O ROJO
1838,MULTIMETRO DIGITAL DE GANCHO CON MEDIDOR DE CAPACITANCIA,1050,930,650.32,860,800,905.17,801.72,560.62,741.38,689.66,MULTIMETRO DIGITAL DE GANCHO CON MEDIDOR DE CAPACITANCIA
XAMR16241,MULTIMETRO DIGITAL PROFESIONAL NT DT9205A AC-DC,340,340,,340,340,293.1,293.1,,293.1,293.1,MULTIMETRO DIGITAL PROFESIONAL NT DT9205A AC-DC
7501206683569,NAVAJA 1 SOLO FILO TRUPER 4 PZ,25,0,,0,0,21.55,0,,0,0,NAVAJA 1 SOLO FILO TRUPER 4 PZ
1319,NAVAJA 1 SOLO FILO TRUPER PIEZA,8,0,,0,0,6.9,0,,0,0,NAVAJA 1 SOLO FILO TRUPER PIEZA
1879,OSMOSIS INVERSA 100 GAL 6 ETAPASUV BOMBA TANQUE,5100,4750,3250,4550,3948.76,4396.55,4094.83,2801.72,3922.41,3404.1,OSMOSIS INVERSA 100 GAL 6 ETAPASUV BOMBA TANQUE
7503036024390,PASTA ANTI CALOR PARA SOLDADURAS 500GRS,1250,1250,996.33,1250,1250,1077.59,1077.59,858.91,1077.59,1077.59,PASTA ANTI CALOR PARA SOLDADURAS 500GRS
7506240657002,"PEGAMENTO AZUL PVC 12"" 250ML",130,120,78.77,120,110,112.07,103.45,67.91,103.45,94.83,"PEGAMENTO AZUL PVC 12"" 250ML"
1392,PEGAMENTO EPOXICO ALUMINIO,160,0,,0,0,137.93,0,,0,0,PEGAMENTO EPOXICO ALUMINIO
7502230020405,PEGAMENTO EPOXICO AZUL 100G,160,160,0,160,116,137.93,137.93,0,137.93,100,PEGAMENTO EPOXICO AZUL 100G
7502230020436,PEGAMENTO EPOXICO BLANCO 100G,160,160,115.49,160,116,137.93,137.93,99.56,137.93,100,PEGAMENTO EPOXICO BLANCO 100G
7502230020009,PEGAMENTO EPOXICO CLEAR JERINGA 5 MIN,130,110,,110,110,112.07,94.83,,94.83,94.83,PEGAMENTO EPOXICO CLEAR JERINGA 5 MIN
7502230020337,PEGAMENTO EPOXICO GRIS 100G,160,0,,0,0,137.93,0,,0,0,PEGAMENTO EPOXICO GRIS 100G
7502230020443,PEGAMENTO EPOXICO NEGRO 100G UNO CLEAR,160,116,0,115.49,0,137.93,100,0,99.56,0,PEGAMENTO EPOXICO NEGRO 100G UNO CLEAR
7501310011005,PEGAMENTO EPOXICO TRANSP. TOP SECADO RAPIDO,80,69.99,,0,0,68.97,60.34,,0,0,PEGAMENTO EPOXICO TRANSP. TOP SECADO RAPIDO
7502230020429,PEGAMENTO EPOXICO TRANSPARENTE 40G UNO CLEAR,150,0,,0,0,129.31,0,,0,0,PEGAMENTO EPOXICO TRANSPARENTE 40G UNO CLEAR
7501310011067,PEGAMENTO EPOXICO X-TREME TOP,85,69.99,,0,0,73.28,60.34,,0,0,PEGAMENTO EPOXICO X-TREME TOP
7501102614056,PEGAMENTO KOLA LOCA GOTERITO 3.5G,35,35,0,30,30,30.17,30.17,0,25.86,25.86,PEGAMENTO KOLA LOCA GOTERITO 3.5G
7501102623102,PEGAMENTO KOLA LOCA INDUSTRIAL 20G,65,65,0,65,64.99,56.03,56.03,0,56.03,56.03,PEGAMENTO KOLA LOCA INDUSTRIAL 20G
7501102625205,PEGAMENTO KOLA LOKA INDUSTRIAL 10G,45,0,,0,0,38.79,0,,0,0,PEGAMENTO KOLA LOKA INDUSTRIAL 10G
7506240613671,PEGAMENTO P/PVC 250ML,86,0,,0,0,74.14,0,,0,0,PEGAMENTO P/PVC 250ML
7501316150807,"PEPE SILICON TRANS. 280ML, P/PISTOLA",100,90,0,85,85,86.21,77.59,0,73.28,73.28,"PEPE SILICON TRANS. 280ML, P/PISTOLA"
7501206686997,PIJA P/ LAMINA 10X1 1/2 FIERO,135,120,71.42,120,110,116.38,103.45,61.57,103.45,94.83,PIJA P/ LAMINA 10X1 1/2 FIERO
7501206686898,PIJA PARA LAMINA 3/4 #10 150PZA,50,0,,0,0,43.1,0,,0,0,PIJA PARA LAMINA 3/4 #10 150PZA
7501206686843,PIJA PARA TAQUETE 1/4 #8 200PZ,110,110,,100,100,94.83,94.83,,86.21,86.21,PIJA PARA TAQUETE 1/4 #8 200PZ
7501206657669,PILA ALCALINA 9V VOLTECK,70,55,36.74,55,55,60.34,47.41,31.67,47.41,47.41,PILA ALCALINA 9V VOLTECK
7506240646419,PILA ALCALINA AA,15,0,,0,0,12.93,0,,0,0,PILA ALCALINA AA
7506240646426,PILA ALCALINA AAA,18,15,,0,0,15.52,12.93,,0,0,PILA ALCALINA AAA
7501206657652,PILA ALCALINA D 1.5V VOLTECK PAR,70,55,44.12,55,55,60.34,47.41,38.03,47.41,47.41,PILA ALCALINA D 1.5V VOLTECK PAR
7501781200021,PINTURA AEROSOL BLANCO BRILLANTE GENERAL PAINT,100,90,80,85,80,86.21,77.59,68.97,73.28,68.97,PINTURA AEROSOL BLANCO BRILLANTE GENERAL PAINT
7501781200243,PINTURA AEROSOL GRIS GENERAL PAINT,100,90,65.04,85,80,86.21,77.59,56.07,73.28,68.97,PINTURA AEROSOL GRIS GENERAL PAINT
7503005496869,PINTURA AEROSOL GRIS PLATA BYP,100,80.01,,0,0,86.21,68.97,,0,0,PINTURA AEROSOL GRIS PLATA BYP
7501781200038,PINTURA AEROSOL NEGRO BRILLANTE GENERAL PAINT,100,90,65.04,85,80,86.21,77.59,56.07,73.28,68.97,PINTURA AEROSOL NEGRO BRILLANTE GENERAL PAINT
7501781200168,PINTURA AEROSOL PLATA GENERAL PAINT,100,80,0,75,75,86.21,68.97,0,64.66,64.66,PINTURA AEROSOL PLATA GENERAL PAINT
7501781200236,PINTURA AREOSOL TRANSPARENTE,90,85,0,80,65.04,77.59,73.28,0,68.97,56.07,PINTURA AREOSOL TRANSPARENTE
7501781214592,PINTURA EN AEROSOL BLANCO OSTION GENERAL PAINT,100,90,65.04,85,80,86.21,77.59,56.07,73.28,68.97,PINTURA EN AEROSOL BLANCO OSTION GENERAL PAINT
7506240646914,"PINZA CHOFER 8"" PREFUL",110,95,,85,0,94.83,81.9,,73.28,0,"PINZA CHOFER 8"" PREFUL"
7501206678138,"PINZA DE CORTE DIAGONAL 7""",120,100,65.1,100,95,103.45,86.21,56.12,86.21,81.9,"PINZA DE CORTE DIAGONAL 7"""
7501206602836,"PINZA DE PRESION PUNTA LARGA 9""",205,205,,0,0,176.72,176.72,,0,0,"PINZA DE PRESION PUNTA LARGA 9"""
7501206638484,"PINZA DE PUNTA 8"" PRETUL",120,110,76.65,110,110,103.45,94.83,66.08,94.83,94.83,"PINZA DE PUNTA 8"" PRETUL"
7501206657591,"PINZA ELECTRICA PROF. 8"" TRUPER",285,260,0,204.77,194.25,245.69,224.14,0,176.53,167.46,"PINZA ELECTRICA PROF. 8"" TRUPER"
7501206643167,"PINZA MECANICA 8"" PRETUL",89,89,,66,0,76.72,76.72,,56.9,0,"PINZA MECANICA 8"" PRETUL"
7501206648582,PINZA PARA ANILLOS DE RETENCION,180,160,103.96,160,150,155.17,137.93,89.62,137.93,129.31,PINZA PARA ANILLOS DE RETENCION
7501206640241,"PINZA PRESION 10"" MORDAZA TRUPER",220,200,152.27,200,200,189.66,172.41,131.27,172.41,172.41,"PINZA PRESION 10"" MORDAZA TRUPER"
7501206643563,"PINZA PRESION 5"" TRUPER",160,140,,0,0,137.93,120.69,,0,0,"PINZA PRESION 5"" TRUPER"
1971,PINZAS DE MICRO CORTE ELECTRONICA,80,60,22.09,60,60,68.97,51.72,19.04,51.72,51.72,PINZAS DE MICRO CORTE ELECTRONICA
1490,"PINZAS DE PRESION HASTA 5/16""",325,290,,270,250,280.17,250,,232.76,215.52,"PINZAS DE PRESION HASTA 5/16"""
7501206635131,PISTOLA CALAFATEADORA CREMALLERA PRETUL,66.99,0,,0,0,57.75,0,,0,0,PISTOLA CALAFATEADORA CREMALLERA PRETUL
7503053083080,PROTECTOR CORTA VOLTAJE 3MIN. 110V COLDTEK,350,320,164.44,300,280,301.72,275.86,141.76,258.62,241.38,PROTECTOR CORTA VOLTAJE 3MIN. 110V COLDTEK
7503050733377,PROTECTOR DE VOLTAJE COLDTEK,320,270,149.82,240,215,275.86,232.76,129.16,206.9,185.34,PROTECTOR DE VOLTAJE COLDTEK
1419,"PUNTA ESTRELLA P/TALADRO PH2 3"" PZ",25,25,0,25,25,21.55,21.55,0,21.55,21.55,"PUNTA ESTRELLA P/TALADRO PH2 3"" PZ"
2230,PUNTA POOL 6 CMS 312063,30,25,18.69,25,25,25.86,21.55,16.11,21.55,21.55,PUNTA POOL 6 CMS 312063
037103576095,REFLECTOR CALOR GB,350,320,207.07,300,280,301.72,275.86,178.51,258.62,241.38,REFLECTOR CALOR GB
